"InitialLatitudeGradient","InitialLongitudeGradient","SelectionBase","SelectionDairying","Migration","SelectionMultiplierBritishIsles","SelectionMultiplierRhineDanube","SelectionMultiplierMediterranean","SelectionMultiplierBaltic","CallErrorRate","InitialFrequency","LogPosterior"
0.010531071515690719,-0.005124538302864135,0.0006007500708085239,0.024685588559954737,0.026795929238585633,1.3625292565344713,1.0492554464373274,1.1976750722153102,1.2288971954495285,0.00805988286190201,0.002326550706519364,-2686.22122452384
0.010716270065414039,-0.005936940491452875,0.0008622947475426701,0.02314867686239985,0.027935766469654705,1.414325480194842,1.1059806318688974,1.2092459071601889,1.282492886673479,0.007295957441300202,0.0023227277197533456,-2686.5828811345596
0.010719131862449705,-0.00596985575242075,0.000849267710473693,0.023294277123244157,0.027825853071958596,1.4114800922099393,1.1073904130329757,1.2088330303060026,1.275944730804301,0.007319582342746704,0.0022080175326430157,-2687.4713352042113
0.01071098430961748,-0.006012369084764313,0.000830331551657453,0.023247158595038928,0.02740655292770205,1.4152926668643175,1.1125881263427955,1.2109883326176956,1.2792549847190675,0.007234213313286656,0.0023281447370122822,-2687.568251206149
0.010746463098604438,-0.0059994439997742705,0.0008786401773567694,0.022994488979717294,0.02768938840985493,1.4223892432978034,1.1149222265613532,1.2161118316515918,1.282112550881215,0.007216998031492022,0.0023424100599808116,-2686.999381514778
0.010768879824829606,-0.00596248054215673,0.0008707965833065036,0.022970117049374263,0.0280111591910734,1.4257913109430458,1.1135361549834857,1.2169500058450655,1.2797830791565983,0.0073271624595344625,0.002294251313541253,-2687.0291009869457
0.010762972836916983,-0.005875388652962705,0.0008322802216059721,0.02300297779503258,0.028103079398316577,1.40809870336768,1.115599912632424,1.2189751886166875,1.2791567283474936,0.007264778918825923,0.0024286980667636046,-2687.5972842603724
0.01069652737038835,-0.005594200217308598,0.0007498267112039657,0.02354047109291108,0.028073558363914987,1.3910703934574356,1.0910806569510043,1.2086325847648034,1.257372657820885,0.007639781438885641,0.0023496752053166043,-2685.8946228049053
0.010665358601123096,-0.005546148500892446,0.0007211490824681914,0.02393044566679523,0.028090515189242375,1.390344754106616,1.0804395668734612,1.1952860134732188,1.2430836904100584,0.007974569073220713,0.002348147430030311,-2686.252457180591
0.010711896401346989,-0.0057163138055306185,0.0008073771297133306,0.02352734757807952,0.02874925191797781,1.4029762048069143,1.0858058750199353,1.196118407714358,1.252715236711215,0.007896004065844658,0.002318565012986102,-2685.7764423857316
