Longitude,Latitude,RelativeDensity
2.00,48.00,0.00000
2.50,48.00,0.00000
3.00,48.00,0.00000
3.50,48.00,0.04167
4.00,48.00,0.04167
4.50,48.00,0.10417
5.00,48.00,0.10417
5.50,48.00,0.14583
6.00,48.00,0.20833
6.50,48.00,0.25000
7.00,48.00,0.25000
8.50,48.00,0.45833
9.00,48.00,0.55833
9.50,48.00,0.65417
10.00,48.00,0.71250
10.50,48.00,0.73750
11.00,48.00,0.77101
11.50,48.00,0.81303
12.00,48.00,0.86765
12.50,48.00,0.90546
13.00,48.00,0.92227
13.50,48.00,0.96429
14.00,48.00,0.96008
14.50,48.00,0.96639
15.00,48.00,0.96008
15.50,48.00,0.95588
16.00,48.00,0.92227
16.50,48.00,0.90546
17.00,48.00,0.86765
17.50,48.00,0.82983
18.00,48.00,0.79412
18.50,48.00,0.75630
19.00,48.00,0.73542
19.50,48.00,0.71250
20.00,48.00,0.70000
20.50,48.00,0.62292
21.00,48.00,0.51458
21.50,48.00,0.41250
23.50,48.00,0.25000
24.00,48.00,0.25000
24.50,48.00,0.23542
25.00,48.00,0.20833
25.50,48.00,0.14583
26.00,48.00,0.10417
26.50,48.00,0.10417
27.00,48.00,0.04167
27.50,48.00,0.04167
28.00,48.00,0.00000
28.50,48.00,0.00000
29.00,48.00,0.00000
29.50,48.00,0.00000
30.00,48.00,0.00000
30.50,48.00,0.00000
31.00,48.00,0.00000
31.50,48.00,0.00000
32.00,48.00,0.00000
-4.50,48.50,0.00000
-4.00,48.50,0.00000
-3.50,48.50,0.00000
-3.00,48.50,0.00000
-2.50,48.50,0.00000
-2.00,48.50,0.00000
-1.50,48.50,0.00000
-1.00,48.50,0.00000
-0.50,48.50,0.00000
0.00,48.50,0.00000
0.50,48.50,0.00000
1.00,48.50,0.00000
1.50,48.50,0.00000
2.00,48.50,0.00000
2.50,48.50,0.00000
3.00,48.50,0.00000
3.50,48.50,0.04167
4.00,48.50,0.04167
4.50,48.50,0.10417
5.00,48.50,0.14583
5.50,48.50,0.20833
6.00,48.50,0.25000
6.50,48.50,0.25000
8.00,48.50,0.45417
8.50,48.50,0.55000
9.00,48.50,0.65417
9.50,48.50,0.71250
10.00,48.50,0.73750
10.50,48.50,0.77101
11.00,48.50,0.82983
11.50,48.50,0.86765
12.00,48.50,0.90756
12.50,48.50,0.95798
13.00,48.50,0.98529
13.50,48.50,0.98529
14.00,48.50,1.00000
14.50,48.50,0.98529
15.00,48.50,0.98529
15.50,48.50,0.96849
16.00,48.50,0.92227
16.50,48.50,0.89706
17.00,48.50,0.84454
17.50,48.50,0.80882
18.00,48.50,0.77101
18.50,48.50,0.73750
19.00,48.50,0.72083
19.50,48.50,0.70000
20.00,48.50,0.62292
20.50,48.50,0.54583
21.00,48.50,0.45833
23.00,48.50,0.25000
23.50,48.50,0.25000
24.00,48.50,0.25000
24.50,48.50,0.20833
25.00,48.50,0.14583
25.50,48.50,0.10417
26.00,48.50,0.10417
26.50,48.50,0.04167
27.00,48.50,0.04167
27.50,48.50,0.04167
28.00,48.50,0.00000
28.50,48.50,0.00000
29.00,48.50,0.00000
29.50,48.50,0.00000
30.00,48.50,0.00000
30.50,48.50,0.00000
31.00,48.50,0.00000
31.50,48.50,0.00000
32.00,48.50,0.00000
-1.00,49.00,0.00000
-0.50,49.00,0.00000
0.00,49.00,0.00000
0.50,49.00,0.00000
1.00,49.00,0.00000
1.50,49.00,0.00000
2.00,49.00,0.00000
2.50,49.00,0.00000
3.00,49.00,0.00000
3.50,49.00,0.04167
4.00,49.00,0.04583
4.50,49.00,0.10417
5.00,49.00,0.14583
5.50,49.00,0.20833
6.00,49.00,0.25000
6.50,49.00,0.25000
8.00,49.00,0.45833
8.50,49.00,0.57708
9.00,49.00,0.70000
9.50,49.00,0.71458
10.00,49.00,0.74375
10.50,49.00,0.79412
11.00,49.00,0.84454
11.50,49.00,0.88235
12.00,49.00,0.92227
12.50,49.00,0.96008
13.00,49.00,0.98529
13.50,49.00,0.98529
14.00,49.00,0.98529
14.50,49.00,0.98529
15.00,49.00,0.96008
15.50,49.00,0.94118
16.00,49.00,0.88235
16.50,49.00,0.84454
17.00,49.00,0.80882
17.50,49.00,0.75630
18.00,49.00,0.73750
18.50,49.00,0.71250
19.00,49.00,0.70000
19.50,49.00,0.62292
20.00,49.00,0.50833
20.50,49.00,0.39583
22.50,49.00,0.25000
23.00,49.00,0.25000
23.50,49.00,0.25000
24.00,49.00,0.20833
24.50,49.00,0.14583
25.00,49.00,0.10417
25.50,49.00,0.10417
26.00,49.00,0.04167
26.50,49.00,0.04167
27.00,49.00,0.04167
27.50,49.00,0.00000
28.00,49.00,0.00000
28.50,49.00,0.00000
29.00,49.00,0.00000
29.50,49.00,0.00000
30.00,49.00,0.00000
30.50,49.00,0.00000
31.00,49.00,0.00000
31.50,49.00,0.00000
32.00,49.00,0.00000
-1.50,49.50,0.00000
0.50,49.50,0.00000
1.00,49.50,0.00000
1.50,49.50,0.00000
2.00,49.50,0.00000
2.50,49.50,0.00000
3.00,49.50,0.04167
3.50,49.50,0.04167
4.00,49.50,0.10417
4.50,49.50,0.10417
5.00,49.50,0.14583
5.50,49.50,0.22917
6.00,49.50,0.25000
8.00,49.50,0.45833
8.50,49.50,0.57708
9.00,49.50,0.70000
9.50,49.50,0.72083
10.00,49.50,0.74375
10.50,49.50,0.79412
11.00,49.50,0.82983
11.50,49.50,0.90756
12.00,49.50,0.90546
12.50,49.50,0.92227
13.00,49.50,0.94538
13.50,49.50,0.94538
14.00,49.50,0.94538
14.50,49.50,0.92227
15.00,49.50,0.90546
15.50,49.50,0.86765
16.00,49.50,0.82983
16.50,49.50,0.79412
17.00,49.50,0.74375
17.50,49.50,0.72917
18.00,49.50,0.70625
18.50,49.50,0.65417
19.00,49.50,0.57708
19.50,49.50,0.49792
20.00,49.50,0.39583
21.50,49.50,0.25000
22.00,49.50,0.25000
22.50,49.50,0.25000
23.00,49.50,0.20833
23.50,49.50,0.15833
24.00,49.50,0.14583
24.50,49.50,0.10417
25.00,49.50,0.10417
25.50,49.50,0.04167
26.00,49.50,0.04167
26.50,49.50,0.04167
27.00,49.50,0.00000
27.50,49.50,0.00000
28.00,49.50,0.00000
28.50,49.50,0.00000
29.00,49.50,0.00000
29.50,49.50,0.00000
30.00,49.50,0.00000
30.50,49.50,0.00000
31.00,49.50,0.00000
31.50,49.50,0.00000
32.00,49.50,0.00000
1.50,50.00,0.00000
2.00,50.00,0.00000
2.50,50.00,0.00000
3.00,50.00,0.04167
3.50,50.00,0.04167
4.00,50.00,0.10417
4.50,50.00,0.10417
5.00,50.00,0.14583
5.50,50.00,0.21042
6.00,50.00,0.25000
8.00,50.00,0.45833
8.50,50.00,0.54583
9.00,50.00,0.65417
9.50,50.00,0.71250
10.00,50.00,0.72917
10.50,50.00,0.75630
11.00,50.00,0.79412
11.50,50.00,0.82983
12.00,50.00,0.84454
12.50,50.00,0.86765
13.00,50.00,0.88235
13.50,50.00,0.87605
14.00,50.00,0.86765
14.50,50.00,0.84034
15.00,50.00,0.80882
15.50,50.00,0.78151
16.00,50.00,0.74375
16.50,50.00,0.72917
17.00,50.00,0.71250
17.50,50.00,0.65417
18.00,50.00,0.58542
18.50,50.00,0.50000
19.00,50.00,0.39583
21.00,50.00,0.25000
21.50,50.00,0.25000
22.00,50.00,0.25000
22.50,50.00,0.20833
23.00,50.00,0.14583
23.50,50.00,0.10417
24.00,50.00,0.10417
24.50,50.00,0.04167
25.00,50.00,0.04167
25.50,50.00,0.04167
26.00,50.00,0.00000
26.50,50.00,0.00000
27.00,50.00,0.00000
27.50,50.00,0.00000
28.00,50.00,0.00000
28.50,50.00,0.00000
29.00,50.00,0.00000
29.50,50.00,0.00000
30.00,50.00,0.00000
30.50,50.00,0.00000
31.00,50.00,0.00000
31.50,50.00,0.00000
32.00,50.00,0.00000
-4.50,50.50,0.00000
-4.00,50.50,0.00000
-3.50,50.50,0.00000
2.00,50.50,0.00000
2.50,50.50,0.00000
3.00,50.50,0.04167
3.50,50.50,0.04167
4.00,50.50,0.10417
4.50,50.50,0.10417
5.00,50.50,0.14583
5.50,50.50,0.20833
6.00,50.50,0.25000
6.50,50.50,0.25000
8.00,50.50,0.39583
8.50,50.50,0.50000
9.00,50.50,0.57708
9.50,50.50,0.68333
10.00,50.50,0.71250
10.50,50.50,0.72708
11.00,50.50,0.74375
11.50,50.50,0.75630
12.00,50.50,0.77101
12.50,50.50,0.83403
13.00,50.50,0.79412
13.50,50.50,0.77101
14.00,50.50,0.76471
14.50,50.50,0.74375
15.00,50.50,0.73750
15.50,50.50,0.72083
16.00,50.50,0.70625
16.50,50.50,0.65417
17.00,50.50,0.57708
17.50,50.50,0.50000
18.00,50.50,0.39583
20.00,50.50,0.25000
20.50,50.50,0.25000
21.00,50.50,0.25000
21.50,50.50,0.20833
22.00,50.50,0.14583
22.50,50.50,0.14583
23.00,50.50,0.10417
23.50,50.50,0.10417
24.00,50.50,0.04167
24.50,50.50,0.04167
25.00,50.50,0.04167
25.50,50.50,0.00000
26.00,50.50,0.00000
26.50,50.50,0.00000
27.00,50.50,0.00000
27.50,50.50,0.00000
28.00,50.50,0.00000
28.50,50.50,0.00000
29.00,50.50,0.00000
29.50,50.50,0.00000
30.00,50.50,0.00000
30.50,50.50,0.00000
31.00,50.50,0.00000
31.50,50.50,0.00000
32.00,50.50,0.00000
-4.00,51.00,0.00000
-3.50,51.00,0.00000
-3.00,51.00,0.00000
-2.50,51.00,0.00000
-2.00,51.00,0.00000
-1.50,51.00,0.00000
-1.00,51.00,0.00000
-0.50,51.00,0.00000
0.00,51.00,0.00000
0.50,51.00,0.00000
1.00,51.00,0.00000
3.00,51.00,0.04167
3.50,51.00,0.04167
4.00,51.00,0.10417
4.50,51.00,0.10417
5.00,51.00,0.14583
5.50,51.00,0.20833
6.00,51.00,0.25000
6.50,51.00,0.25000
8.50,51.00,0.39583
9.00,51.00,0.50000
9.50,51.00,0.55625
10.00,51.00,0.62292
10.50,51.00,0.70000
11.00,51.00,0.70625
11.50,51.00,0.71250
12.00,51.00,0.72083
12.50,51.00,0.72083
13.00,51.00,0.72083
13.50,51.00,0.72083
14.00,51.00,0.71250
14.50,51.00,0.70625
15.00,51.00,0.70000
15.50,51.00,0.62292
16.00,51.00,0.56042
16.50,51.00,0.50000
17.00,51.00,0.39583
19.00,51.00,0.25000
19.50,51.00,0.25000
20.00,51.00,0.25000
20.50,51.00,0.20833
21.00,51.00,0.14583
21.50,51.00,0.14583
22.00,51.00,0.10417
22.50,51.00,0.10417
23.00,51.00,0.04167
23.50,51.00,0.04167
24.00,51.00,0.04167
24.50,51.00,0.00000
25.00,51.00,0.00000
25.50,51.00,0.00000
26.00,51.00,0.00000
26.50,51.00,0.00000
27.00,51.00,0.00000
27.50,51.00,0.00000
28.00,51.00,0.00000
28.50,51.00,0.00000
29.00,51.00,0.00000
29.50,51.00,0.00000
30.00,51.00,0.00000
30.50,51.00,0.00000
31.00,51.00,0.00000
31.50,51.00,0.00000
32.00,51.00,0.00000
-3.50,51.50,0.00000
-3.00,51.50,0.00000
-2.50,51.50,0.00000
-2.00,51.50,0.00000
-1.50,51.50,0.00000
-1.00,51.50,0.00000
-0.50,51.50,0.00000
0.00,51.50,0.00000
0.50,51.50,0.00000
4.50,51.50,0.09792
5.00,51.50,0.14583
5.50,51.50,0.20833
6.00,51.50,0.25000
6.50,51.50,0.25000
7.00,51.50,0.25000
9.00,51.50,0.39583
9.50,51.50,0.45833
10.00,51.50,0.50000
10.50,51.50,0.54583
11.00,51.50,0.57708
11.50,51.50,0.62292
12.00,51.50,0.62292
12.50,51.50,0.62292
13.00,51.50,0.62292
13.50,51.50,0.62292
14.00,51.50,0.57708
14.50,51.50,0.54583
15.00,51.50,0.50000
15.50,51.50,0.39583
16.00,51.50,0.39583
18.00,51.50,0.25000
18.50,51.50,0.25000
19.00,51.50,0.25000
19.50,51.50,0.20833
20.00,51.50,0.14583
20.50,51.50,0.14583
21.00,51.50,0.10417
21.50,51.50,0.10417
22.00,51.50,0.04167
22.50,51.50,0.04167
23.00,51.50,0.04167
23.50,51.50,0.00000
24.00,51.50,0.00000
24.50,51.50,0.00000
25.00,51.50,0.00000
25.50,51.50,0.00000
26.00,51.50,0.00000
26.50,51.50,0.00000
27.00,51.50,0.00000
27.50,51.50,0.00000
28.00,51.50,0.00000
28.50,51.50,0.00000
29.00,51.50,0.00000
29.50,51.50,0.00000
30.00,51.50,0.00000
30.50,51.50,0.00000
31.00,51.50,0.00000
31.50,51.50,0.00000
32.00,51.50,0.00000
-9.50,52.00,0.00000
-9.00,52.00,0.00000
-8.50,52.00,0.00000
-8.00,52.00,0.00000
-4.50,52.00,0.00000
-4.00,52.00,0.00000
-3.50,52.00,0.00000
-3.00,52.00,0.00000
-2.50,52.00,0.00000
-2.00,52.00,0.00000
-1.50,52.00,0.00000
-1.00,52.00,0.00000
-0.50,52.00,0.00000
0.00,52.00,0.00000
0.50,52.00,0.00000
1.00,52.00,0.00000
1.50,52.00,0.00000
4.50,52.00,0.10417
5.00,52.00,0.14583
5.50,52.00,0.14583
6.00,52.00,0.20833
6.50,52.00,0.25000
7.00,52.00,0.25000
7.50,52.00,0.25000
10.50,52.00,0.38542
11.00,52.00,0.39583
11.50,52.00,0.39583
12.00,52.00,0.43958
12.50,52.00,0.42708
13.00,52.00,0.39583
13.50,52.00,0.39583
14.00,52.00,0.39583
16.50,52.00,0.25000
17.00,52.00,0.25000
17.50,52.00,0.25000
18.00,52.00,0.25000
18.50,52.00,0.20833
19.00,52.00,0.14583
19.50,52.00,0.10417
20.00,52.00,0.10417
20.50,52.00,0.05625
21.00,52.00,0.04167
21.50,52.00,0.04167
22.00,52.00,0.04167
22.50,52.00,0.00000
23.00,52.00,0.00000
23.50,52.00,0.00000
24.00,52.00,0.00000
24.50,52.00,0.00000
25.00,52.00,0.00000
25.50,52.00,0.00000
26.00,52.00,0.00000
26.50,52.00,0.00000
27.00,52.00,0.00000
27.50,52.00,0.00000
28.00,52.00,0.00000
28.50,52.00,0.00000
29.00,52.00,0.00000
29.50,52.00,0.00000
30.00,52.00,0.00000
30.50,52.00,0.00000
31.00,52.00,0.00000
31.50,52.00,0.00000
32.00,52.00,0.00000
-9.00,52.50,0.00000
-8.50,52.50,0.00000
-8.00,52.50,0.00000
-7.50,52.50,0.00000
-7.00,52.50,0.00000
-6.50,52.50,0.00000
-3.50,52.50,0.00000
-3.00,52.50,0.00000
-2.50,52.50,0.00000
-2.00,52.50,0.00000
-1.50,52.50,0.00000
-1.00,52.50,0.00000
-0.50,52.50,0.00000
0.00,52.50,0.00000
0.50,52.50,0.00000
1.00,52.50,0.00000
1.50,52.50,0.00000
5.00,52.50,0.10417
5.50,52.50,0.10833
6.00,52.50,0.14583
6.50,52.50,0.20833
7.00,52.50,0.25000
7.50,52.50,0.25000
8.00,52.50,0.25000
8.50,52.50,0.25000
15.00,52.50,0.25000
15.50,52.50,0.25000
16.00,52.50,0.25000
16.50,52.50,0.25000
17.00,52.50,0.20833
17.50,52.50,0.20000
18.00,52.50,0.14583
18.50,52.50,0.10417
19.00,52.50,0.10417
19.50,52.50,0.04167
20.00,52.50,0.04167
20.50,52.50,0.04167
21.00,52.50,0.04167
21.50,52.50,0.00000
22.00,52.50,0.00000
22.50,52.50,0.00000
23.00,52.50,0.00000
23.50,52.50,0.00000
24.00,52.50,0.00000
24.50,52.50,0.00000
25.00,52.50,0.00000
25.50,52.50,0.00000
26.00,52.50,0.00000
26.50,52.50,0.00000
27.00,52.50,0.00000
27.50,52.50,0.00000
28.00,52.50,0.00000
28.50,52.50,0.00000
29.00,52.50,0.00000
29.50,52.50,0.00000
30.00,52.50,0.00000
30.50,52.50,0.00000
31.00,52.50,0.00000
31.50,52.50,0.00000
32.00,52.50,0.00000
-9.00,53.00,0.00000
-8.50,53.00,0.00000
-8.00,53.00,0.00000
-7.50,53.00,0.00000
-7.00,53.00,0.00000
-6.50,53.00,0.00000
-4.00,53.00,0.00000
-3.50,53.00,0.00000
-3.00,53.00,0.00000
-2.50,53.00,0.00000
-2.00,53.00,0.00000
-1.50,53.00,0.00000
-1.00,53.00,0.00000
-0.50,53.00,0.00000
0.00,53.00,0.00000
5.50,53.00,0.10417
6.00,53.00,0.14583
6.50,53.00,0.14583
7.00,53.00,0.20833
7.50,53.00,0.20833
8.00,53.00,0.25000
8.50,53.00,0.25000
9.00,53.00,0.25000
9.50,53.00,0.25000
10.00,53.00,0.25000
10.50,53.00,0.25000
11.00,53.00,0.25000
11.50,53.00,0.25000
12.00,53.00,0.25000
12.50,53.00,0.25000
13.00,53.00,0.25000
13.50,53.00,0.25000
14.00,53.00,0.25000
14.50,53.00,0.25000
15.00,53.00,0.25000
15.50,53.00,0.20833
16.00,53.00,0.20833
16.50,53.00,0.14583
17.00,53.00,0.14583
17.50,53.00,0.10417
18.00,53.00,0.10417
18.50,53.00,0.04167
19.00,53.00,0.04167
19.50,53.00,0.04167
20.00,53.00,0.04167
20.50,53.00,0.00000
21.00,53.00,0.00000
21.50,53.00,0.00000
22.00,53.00,0.00000
22.50,53.00,0.00000
23.00,53.00,0.00000
23.50,53.00,0.00000
24.00,53.00,0.00000
24.50,53.00,0.00000
25.00,53.00,0.00000
25.50,53.00,0.00000
26.00,53.00,0.00000
26.50,53.00,0.00000
27.00,53.00,0.00000
27.50,53.00,0.00000
28.00,53.00,0.00000
28.50,53.00,0.00000
29.00,53.00,0.00000
29.50,53.00,0.00000
30.00,53.00,0.00000
30.50,53.00,0.00000
31.00,53.00,0.00000
31.50,53.00,0.00000
32.00,53.00,0.00000
-10.00,53.50,0.00000
-9.50,53.50,0.00000
-9.00,53.50,0.00000
-8.50,53.50,0.00000
-8.00,53.50,0.00000
-7.50,53.50,0.00000
-7.00,53.50,0.00000
-6.50,53.50,0.00000
-2.50,53.50,0.00000
-2.00,53.50,0.00000
-1.50,53.50,0.00000
-1.00,53.50,0.00000
-0.50,53.50,0.00000
0.00,53.50,0.00000
7.50,53.50,0.14583
8.00,53.50,0.14583
8.50,53.50,0.20833
9.00,53.50,0.20833
9.50,53.50,0.20833
10.00,53.50,0.20833
10.50,53.50,0.25000
11.00,53.50,0.25000
11.50,53.50,0.20208
12.00,53.50,0.25000
12.50,53.50,0.20833
13.00,53.50,0.20833
13.50,53.50,0.20833
14.00,53.50,0.20833
14.50,53.50,0.14583
15.00,53.50,0.14583
15.50,53.50,0.14583
16.00,53.50,0.10417
16.50,53.50,0.10417
17.00,53.50,0.10417
17.50,53.50,0.04167
18.00,53.50,0.04167
18.50,53.50,0.04167
19.00,53.50,0.00417
19.50,53.50,0.00000
20.00,53.50,0.00000
20.50,53.50,0.00000
21.00,53.50,0.00000
21.50,53.50,0.00000
22.00,53.50,0.00000
22.50,53.50,0.00000
23.00,53.50,0.00000
23.50,53.50,0.00000
24.00,53.50,0.00000
24.50,53.50,0.00000
25.00,53.50,0.00000
25.50,53.50,0.00000
26.00,53.50,0.00000
26.50,53.50,0.00000
27.00,53.50,0.00000
27.50,53.50,0.00000
28.00,53.50,0.00000
28.50,53.50,0.00000
29.00,53.50,0.00000
29.50,53.50,0.00000
30.00,53.50,0.00000
30.50,53.50,0.00000
31.00,53.50,0.00000
31.50,53.50,0.00000
32.00,53.50,0.00000
-9.50,54.00,0.00000
-9.00,54.00,0.00000
-8.50,54.00,0.00000
-8.00,54.00,0.00000
-7.50,54.00,0.00000
-7.00,54.00,0.00000
-6.50,54.00,0.00000
-2.50,54.00,0.00000
-2.00,54.00,0.00000
-1.50,54.00,0.00000
-1.00,54.00,0.00000
-0.50,54.00,0.00000
9.00,54.00,0.10833
9.50,54.00,0.14583
10.00,54.00,0.14583
10.50,54.00,0.14583
12.00,54.00,0.14583
12.50,54.00,0.14583
13.00,54.00,0.14583
13.50,54.00,0.10417
15.00,54.00,0.09792
15.50,54.00,0.07708
16.00,54.00,0.04167
16.50,54.00,0.04167
17.00,54.00,0.04167
17.50,54.00,0.04167
18.00,54.00,0.00000
18.50,54.00,0.00000
19.00,54.00,0.00000
19.50,54.00,0.00000
20.00,54.00,0.00000
20.50,54.00,0.00000
21.00,54.00,0.00000
21.50,54.00,0.00000
22.00,54.00,0.00000
22.50,54.00,0.00000
23.00,54.00,0.00000
23.50,54.00,0.00000
24.00,54.00,0.00000
24.50,54.00,0.00000
25.00,54.00,0.00000
25.50,54.00,0.00000
26.00,54.00,0.00000
26.50,54.00,0.00000
27.00,54.00,0.00000
27.50,54.00,0.00000
28.00,54.00,0.00000
28.50,54.00,0.00000
29.00,54.00,0.00000
29.50,54.00,0.00000
30.00,54.00,0.00000
30.50,54.00,0.00000
31.00,54.00,0.00000
31.50,54.00,0.00000
32.00,54.00,0.00000
-8.00,54.50,0.00000
-7.50,54.50,0.00000
-7.00,54.50,0.00000
-6.50,54.50,0.00000
-6.00,54.50,0.00000
-3.50,54.50,0.00000
-3.00,54.50,0.00000
-2.50,54.50,0.00000
-2.00,54.50,0.00000
-1.50,54.50,0.00000
-1.00,54.50,0.00000
9.50,54.50,0.10417
13.50,54.50,0.03125
17.00,54.50,0.00000
17.50,54.50,0.00000
18.00,54.50,0.00000
18.50,54.50,0.00000
20.00,54.50,0.00000
20.50,54.50,0.00000
21.00,54.50,0.00000
21.50,54.50,0.00000
22.00,54.50,0.00000
22.50,54.50,0.00000
23.00,54.50,0.00000
23.50,54.50,0.00000
24.00,54.50,0.00000
24.50,54.50,0.00000
25.00,54.50,0.00000
25.50,54.50,0.00000
26.00,54.50,0.00000
26.50,54.50,0.00000
27.00,54.50,0.00000
27.50,54.50,0.00000
28.00,54.50,0.00000
28.50,54.50,0.00000
29.00,54.50,0.00000
29.50,54.50,0.00000
30.00,54.50,0.00000
30.50,54.50,0.00000
31.00,54.50,0.00000
31.50,54.50,0.00000
32.00,54.50,0.00000
-8.00,55.00,0.00000
-7.00,55.00,0.00000
-6.50,55.00,0.00000
-6.00,55.00,0.00000
-4.50,55.00,0.00000
-4.00,55.00,0.00000
-3.50,55.00,0.00000
-3.00,55.00,0.00000
-2.50,55.00,0.00000
-2.00,55.00,0.00000
-1.50,55.00,0.00000
9.00,55.00,0.04167
9.50,55.00,0.04167
11.00,55.00,0.03958
21.50,55.00,0.00000
22.00,55.00,0.00000
22.50,55.00,0.00000
23.00,55.00,0.00000
23.50,55.00,0.00000
24.00,55.00,0.00000
24.50,55.00,0.00000
25.00,55.00,0.00000
25.50,55.00,0.00000
26.00,55.00,0.00000
26.50,55.00,0.00000
27.00,55.00,0.00000
27.50,55.00,0.00000
28.00,55.00,0.00000
28.50,55.00,0.00000
29.00,55.00,0.00000
29.50,55.00,0.00000
30.00,55.00,0.00000
30.50,55.00,0.00000
31.00,55.00,0.00000
31.50,55.00,0.00000
32.00,55.00,0.00000
-5.50,55.50,0.00000
-4.50,55.50,0.00000
-4.00,55.50,0.00000
-3.50,55.50,0.00000
-3.00,55.50,0.00000
-2.50,55.50,0.00000
-2.00,55.50,0.00000
8.50,55.50,0.03958
9.00,55.50,0.04167
9.50,55.50,0.04167
10.50,55.50,0.04167
11.50,55.50,0.04167
12.00,55.50,0.04167
13.00,55.50,0.00000
13.50,55.50,0.00000
14.00,55.50,0.00000
21.50,55.50,0.00000
22.00,55.50,0.00000
22.50,55.50,0.00000
23.00,55.50,0.00000
23.50,55.50,0.00000
24.00,55.50,0.00000
24.50,55.50,0.00000
25.00,55.50,0.00000
25.50,55.50,0.00000
26.00,55.50,0.00000
26.50,55.50,0.00000
27.00,55.50,0.00000
27.50,55.50,0.00000
28.00,55.50,0.00000
28.50,55.50,0.00000
29.00,55.50,0.00000
29.50,55.50,0.00000
30.00,55.50,0.00000
30.50,55.50,0.00000
31.00,55.50,0.00000
31.50,55.50,0.00000
32.00,55.50,0.00000
-5.50,56.00,0.00000
-5.00,56.00,0.00000
-4.50,56.00,0.00000
-4.00,56.00,0.00000
-3.50,56.00,0.00000
8.50,56.00,0.00000
9.00,56.00,0.00000
9.50,56.00,0.00000
10.00,56.00,0.00000
12.50,56.00,0.00000
13.00,56.00,0.00000
13.50,56.00,0.00000
14.00,56.00,0.00000
21.50,56.00,0.00000
22.00,56.00,0.00000
22.50,56.00,0.00000
23.00,56.00,0.00000
23.50,56.00,0.00000
24.00,56.00,0.00000
24.50,56.00,0.00000
25.00,56.00,0.00000
25.50,56.00,0.00000
26.00,56.00,0.00000
26.50,56.00,0.00000
27.00,56.00,0.00000
27.50,56.00,0.00000
28.00,56.00,0.00000
28.50,56.00,0.00000
29.00,56.00,0.00000
29.50,56.00,0.00000
30.00,56.00,0.00000
30.50,56.00,0.00000
31.00,56.00,0.00000
31.50,56.00,0.00000
32.00,56.00,0.00000
-6.00,56.50,0.00000
-5.50,56.50,0.00000
-5.00,56.50,0.00000
-4.50,56.50,0.00000
-4.00,56.50,0.00000
-3.50,56.50,0.00000
-3.00,56.50,0.00000
-2.50,56.50,0.00000
8.50,56.50,0.00000
9.00,56.50,0.00000
9.50,56.50,0.00000
10.00,56.50,0.00000
13.00,56.50,0.00000
13.50,56.50,0.00000
14.00,56.50,0.00000
14.50,56.50,0.00000
15.00,56.50,0.00000
15.50,56.50,0.00000
16.00,56.50,0.00000
16.50,56.50,0.00000
21.50,56.50,0.00000
22.00,56.50,0.00000
22.50,56.50,0.00000
23.00,56.50,0.00000
23.50,56.50,0.00000
24.00,56.50,0.00000
24.50,56.50,0.00000
25.00,56.50,0.00000
25.50,56.50,0.00000
26.00,56.50,0.00000
26.50,56.50,0.00000
27.00,56.50,0.00000
27.50,56.50,0.00000
28.00,56.50,0.00000
28.50,56.50,0.00000
29.00,56.50,0.00000
29.50,56.50,0.00000
30.00,56.50,0.00000
30.50,56.50,0.00000
31.00,56.50,0.00000
31.50,56.50,0.00000
32.00,56.50,0.00000
-5.50,57.00,0.00000
-5.00,57.00,0.00000
-4.50,57.00,0.00000
-4.00,57.00,0.00000
-3.50,57.00,0.00000
-3.00,57.00,0.00000
-2.50,57.00,0.00000
8.50,57.00,0.00000
9.00,57.00,0.00000
9.50,57.00,0.00000
10.00,57.00,0.00000
12.50,57.00,0.00000
13.00,57.00,0.00000
13.50,57.00,0.00000
14.00,57.00,0.00000
14.50,57.00,0.00000
15.00,57.00,0.00000
15.50,57.00,0.00000
16.00,57.00,0.00000
21.50,57.00,0.00000
22.00,57.00,0.00000
22.50,57.00,0.00000
23.00,57.00,0.00000
23.50,57.00,0.00000
24.00,57.00,0.00000
24.50,57.00,0.00000
25.00,57.00,0.00000
25.50,57.00,0.00000
26.00,57.00,0.00000
26.50,57.00,0.00000
27.00,57.00,0.00000
27.50,57.00,0.00000
28.00,57.00,0.00000
28.50,57.00,0.00000
29.00,57.00,0.00000
29.50,57.00,0.00000
30.00,57.00,0.00000
30.50,57.00,0.00000
31.00,57.00,0.00000
31.50,57.00,0.00000
32.00,57.00,0.00000
-5.50,57.50,0.00000
-5.00,57.50,0.00000
-4.50,57.50,0.00000
-3.50,57.50,0.00000
-3.00,57.50,0.00000
-2.50,57.50,0.00000
-2.00,57.50,0.00000
10.00,57.50,0.00000
12.00,57.50,0.00000
12.50,57.50,0.00000
13.00,57.50,0.00000
13.50,57.50,0.00000
14.00,57.50,0.00000
14.50,57.50,0.00000
15.00,57.50,0.00000
15.50,57.50,0.00000
16.00,57.50,0.00000
16.50,57.50,0.00000
18.50,57.50,0.00000
22.00,57.50,0.00000
22.50,57.50,0.00000
24.50,57.50,0.00000
25.00,57.50,0.00000
25.50,57.50,0.00000
26.00,57.50,0.00000
26.50,57.50,0.00000
27.00,57.50,0.00000
27.50,57.50,0.00000
28.00,57.50,0.00000
28.50,57.50,0.00000
29.00,57.50,0.00000
29.50,57.50,0.00000
